restaurant_name,area,ratings,no_of_ratings_greater_than_equal_to,item_name,item_category,item_price,item_description,bestseller_tag
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Crispy Veg Double Patty with Cheese,Burgers & Wraps,95.0,"Our best-selling burger with crispy veg Double patty, Cheese slice, fresh onion and our signature sauce.",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Bk Classic Veg with cheese,Burgers & Wraps,99.0,"Our tribute to classic american taste. BK veg patty, garden fresh crispy lettuce, juicy tomato(seasonal), Cheese slice & our signature sauce.",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Lite Whopper Jr Veg,Burgers & Wraps,109.0,"Our signature Whopper with 7 layers between the buns in a convenient size. Extra crunchy veg Patty, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces.",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Lite Whopper Jr Veg with Cheese,Burgers & Wraps,129.0,"Our signature Whopper with 7 layers between the buns in a convenient size. Extra crunchy veg Patty, Cheese slice, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces.",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Lite Whopper Jr Veg Double Patty,Burgers & Wraps,149.0,"Our signature Whopper with 7 layers between the buns in a convenient size. Extra crunchy veg Double Patty, fresh onion, crispy lettuce, juicy tomatoes(seasonal), tangy gherkins, creamy and smoky sauces.",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Cheese Meltdown with Cheese Burger,Burgers & Wraps,189.0,"Cheese oozing spicy veg patty, veggies, Cheese slice and creamy sauce. An indulgent treat from our King's Collection!",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Paneer Overload with Cheese Burger,Burgers & Wraps,199.0,"A patty with paneer sandiwched with masala, veggies, Cheese slice and creamy sauce. An indulgent treat from our King's Collection!",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Chicken Makhani Burst Burger,What's New,80.0,Enjoy rich makhani flavour with crispy chicken patty topped with fresh onion,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Crispy Chicken Wrap,What's New,80.0,"Wrap loaded with crispy chicken patty, crunchy onions and tangy sauce",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Chicken Fries (5 Pcs) + 1 Dip,What's New,99.0,Chicken Fries 5 PCS + 1 Fiery Hell Dip,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,2 Dips Combo Pack,What's New,40.0,Easy Cheesy Dip + Fiery Hell Dip,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Crispy veg Wrap,What's New,60.0,"Our crispy veg patty, topped with salad mix, our signature sauce wrapped in a grilled paratha",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Chicken Makhani Burst Double Patty Burger,What's New,120.0,Enjoy rich makhani flavour with crispy chicken double patty topped with fresh onion,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Boneless Wings(Regular) + 1 Dip,What's New,169.0,Boneless Wings Regular + 1 Sweet Spice Dip,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Boneless Wings(Large) + 1 Dip,What's New,269.0,Boneless Wings(Large) + 1 Sweet Spice Dip,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Veg Crunchy Volcano,What's New,60.0,"Be ready for a crunchy, saucy, explosion. A crunchy volcano shell filled with beans & veg mix, chef's secret sauce, fresh onion & crisp lettuce.",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Tikki Twist Burger,What's New,60.0,"Tikki bhi, Twist bhi! Our new signature burger with spicy sauce, onion, mix veg patty & a crunchy twist!",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Veg Makhani Burst Burger,What's New,60.0,Enjoy rich makhani flavour with mix veg patty topped up with fresh onion,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Veggie Strips(5Pcs) + 1 Dip,What's New,69.0,Veggie Strips(5Pcs) + 1 Easy Cheesy Dip,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Crunchy Chicken Volcano,What's New,80.0,No description available,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,King Egg Wrap,What's New,80.0,"A fresh and fluffy  egg patty loaded with juicy veggies, topped with a delightful spicy sauce, wrapped in a grilled paratha",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Tikki Twist Double Patty Burger,What's New,80.0,"Tikki bhi, Twist bhi! Our new signature burger with spicy sauce, onion, mix veg double patty & a crunchy twist!",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Veg Makhani Burst Double Patty Burger,What's New,80.0,Enjoy rich makhani flavour with mix veg double patty topped up with fresh onion,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Chocolate Mousse Cup,What's New,109.0,Airy and creamy chocolate mousse topped with chocolate ganache and choco chips,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Fries + Veg Strips + 2 Dips,What's New,174.0,1 Fries +4  Veg strips + 1 Sweet Spice Dip + 1 Easy Cheesy Dip,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,My Fries & Dips Pack,What's New,200.0,1 Fries + 2 Boneless Wings + 1 Fiery Hell Dip  +1  Easy cheesy Dip,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,My Fries & Dips Pack - Non Veg,What's New,204.0,1 Fries + 4 Chicken Fries + 1 Fiery Hell Dip + 1 Easy Cheesy Dip,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Choco Lava Cup,What's New,109.0,Melty Chocolate filled in cupcake,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Fiery Hell Dip,Sides,20.0,Chefs Special Spicy Sauce,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Sweet N Spice Dip,Sides,20.0,Honey Mustard Sauce,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Easy Cheesy Dip,Sides,20.0,Cheese & Jalapeno Sauce,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Hashbrown,Sides,29.0,What every potato wants to be.,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Veggie Strips - 5 Pcs,Sides,49.0,Vegetarian's favourite finger food.,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Chicken Fries (5 Pcs),Sides,79.0,Chicken in a spicy new avatar.,1
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Medium Fries,Sides,85.0,The perfect crispy partner.,1
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,King Fries,Sides,99.0,The perfect crispy partner.,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Medium Peri Peri Fries,Sides,105.0,Crispy fries with peri peri spice. Hot indeed,1
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Cheesy Fries,Sides,109.0,"Crispy french fries, loads of cheese, yum!",0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Creamy Italian  Fries,Sides,109.0,The lip-smacking duo of creamy classic mayo and tangy tomato herb mayo make these fries very hard to resist!,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,King Peri Peri Fries,Sides,119.0,Crispy fries with peri peri spice. Hot indeed,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Med Pepsi,Beverages,79.0,No description available,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,King Pepsi 550 ml,Beverages,89.0,No description available,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Chocolate Thick Shake,Beverages,149.0,Our signature chocolate thick shake.,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Mango Thick Shake,Beverages,149.0,Our signature mango thick shake.,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Berry Blast Thick Shake,Beverages,149.0,Rich Creamy Black Currant Thick shake,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Choco Lava Cup,Desserts,109.0,Melty Chocolate filled in cupcake,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Chocolate Mousse Cup,Desserts,109.0,Airy and creamy chocolate mousse topped with chocolate ganache and choco chips,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Chicken Wings Grilled - Two Pieces,Chicken Wings,79.0,No description available,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Boneless Wings Regular,Chicken Wings,149.0,4pcs Boneless Chicken Bites,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Chicken Wings Grilled Four Pieces,Chicken Wings,149.0,No description available,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Boneless Wings Large,Chicken Wings,249.0,7pcs Boneless Chicken Bites,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Chicken Wings Grilled - Ten Pcs,Chicken Wings,349.0,No description available,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Chicken Wings Grilled - Fifteen Pcs,Chicken Wings,529.0,No description available,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Boneless Chicken Wings 10 pcs,Chicken Wings,369.0,No description available,0
Burger King,"Opposite To West Side, Shivaji Nagar",4.2,1000,Boneless Chicken Wings 15 pcs,Chicken Wings,519.0,No description available,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Yaaro Ka Waffle Combo,Recommended,449.0,Save Rs. 44 flat and enjoy the Top sellers with your tribe this Valentine. Combo includes Naked Nutella Waffle + Triple Chocolate Waffle + Red Velvet Waffle,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Ek Main Hu Aur Ekk Tu Combo,Recommended,349.0,Save Rs. 31 flat and enjoy the delicious Waffle Sundaes. Combo Includes Rocky Road Sundae & Triple Cookie Sundae,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Keep Cake & Celebrate Valentines + 1 Free Delight,Recommended,530.0,"Choose any one double-layer waffle cake, Death by chocolate Waffle Cake / Red velvet waffle Cake / Kiki and Oreo Cream waffle cake and select 1 FREE waffle or pancake from our top picks.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Chocolate Oats Pancake & Waffle Mix,Recommended,214.0,"Now enjoy your favourite, 100% vegetarian, original waffles and pancakes at home with the belgian waffle co. Pancake and waffle premix. This super easy 3-step premix requires you to just mix, cook, and enjoy! Try our original, multigrain or chocolate oats variants with toppings of your choice. Get 10% off on mrp.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Milk Chocolate Spread,Recommended,236.55,"A delicious, creamy smooth spread from your favourite, The Belgian Waffle Co. Spread it onto your favourites or to magically transform something into your new favourite.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Chocolate Waffle Crisps,Recommended,114.28,"Thin, crunchy, wholesome and delightfully addictive. Uniquely rich flavours that evoke nostalgic tastes. From the creators of the original waffwich, these baked waffle crisps with just the right chocolate drizzle make for the perfect bite-sized and versatile snack that is sure to hit the spot. Enjoy with coffee or tea, ice cream or cake, nut butters or spreads, or just on its delicious own.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Stroopwafel x 4,Recommended,350.4,Introducing new thin and crispy waffle cookie sandwiched and drizzled with delicious chocolate! Pick any 4 of your choice.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Belgian Chocolate Milk Waffle,Recommended,145.71,Classic crispy waffle + melted belgian milk chocolate. Simplicity at its best.,1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Naked Nutella Waffle,Recommended,172.38,Classic crispy waffle + premium european chocolate hazelnut spread (add banana if you like). A universal favorite.,1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Kitkat Waffle,Recommended,155.24,Classic crispy waffle + melted belgian white chocolate and kit kat bits. Kit kat lovers.,1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Dark & White Fantasy Waffle,Recommended,155.24,Signature dark chocolate batter + fondant of melted belgian white chocolate. A match made in heaven.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Triple Chocolate Waffle,Recommended,165.71,"Signature dark chocolate batter + 3 layers of white, milk and dark melted belgian chocolate. The most indulgent chocolate waffle.",1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Red Velvet Waffle,Recommended,155.24,Original red velvet waffle + philadelphia style cream cheese and melted belgian white chocolate. A true original.,1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Pink Almond Crunch Waffle,Recommended,145.71,Original Red Velvet Waffle + Roasted Almond bits in a creamy cotton candy filling. Re-live your childhood memories,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Cashewnut Butter Waffle,Recommended,165.71,Classic crispy waffle + creamy cashewnut butter with melted chocolate swirl.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Rocky Road Waffle,Recommended,184.76,Signature Dark Chocolate Waffles + Vanilla Ice Cream + Oreos + Roasted Almonds + Fudge. Simply Majestic.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Chocolate Mini Waffle Combo Pack of 4,Recommended,309.52,"Cant pick one try a carefully curated assortment of our bestseller chocolate favorites. Includes our naked nutella, belgian chocolate, chocolate overload and dark & white fantasy mini waffles all in one combo pack.",1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Assorted Mini Waffle Combo Pack of 6,Recommended,439.05,"In the mood for variety try a carefully curated and eclectic range of some of our fan favorites. Includes our naked nutella, belgian chocolate, chcoolate overload, dark & white fantasy, red velvet, pink almond crunch all in one combo pack.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Triple Chocolate Pancakes (8 Pcs),Recommended,136.19,"Signature dark chocolate batter + 3 layers of white, milk and dark melted belgian chocolate. The most indulgent mini chocolate pancakes.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Ice Cream And Fudge Chocolate Pancakes (8Pcs),Recommended,125.71,Classic mini pancakes + a thick layer of chocolate ice cream topped with chocolate fudge. A dreamy combination.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Ice Cream And Fudge Vanilla Pancakes (8Pcs),Recommended,125.71,Classic mini pancakes + a thick layer of vanilla ice cream topped with chocolate fudge. A dreamy combination.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Triple Cookie Mini Pancake,Recommended,165.71,"Original red velvet mini pancake + a divine combination of biscoff, oreo and kit kat bits in melted white chocolate and vanilla ice cream. A must try symphony of flavours and textures.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Death By Chocolate Waffle Cake(Double Layer),Recommended,529.52,"Signature dark chocolate double layer waffle cake layered inside and out with creamy White, Milk and Dark melted Belgian Chocolate. Triple the chocolate, triple the fun! Sorry! Our specialised Waffle Cake do not allow for customised icing messages.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Red Velvet Waffle Cake(Single Layer),Recommended,330.48,Original Red Velvet single layer waffle cake layered with Philadelphia style cream cheese and melted white chocolate topped with red velvet crumbs. A true Original! Sorry! Our specialised Waffle Cake do not allow for customised icing messages.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Belgian Chocolate Shake,Recommended,160.95,One of our darker chocolate shakes made with belgian chocolate.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Signature Cold Coffee,Recommended,130.48,Our perfectly balanced cold coffee.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Stroopwafel Box Of 6- Chocolate  ,Recommended,533.0,"Indulge in our newly launched stroopwafels. The chocolate pack of 6 includes 2 pieces of sir chocolate dark, sir chocolat milk and voila nutella.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Stroopwafel Box Of 6- Assorted  ,Recommended,514.0,"Indulge in our newly launched stroopwafels. The assorted pack of 6 includes sir chocolat milk, sir chocolate dark, sir chocolat white, the red dutchess, voila Nutella and kiki and cream.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Happiness In Mini Version + 1 Free Delight,Recommended,456.0,Buy Chocolate Mini Waffle Combo pack of 6 and select 1 FREE waffle or pancake from our top picks.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Keep Cake & Celebrate + 1 Free Delight        ,Recommended,529.52,"Choose any one double-layer waffle cake, Death by chocolate Waffle Cake / Red velvet waffle Cake / Kiki and Oreo Cream waffle cake and select 1 FREE waffle or pancake from our top picks.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,3 Belgian Chocolate Milk Waffle + 1 Free Delight         ,Recommended,437.14,Buy belgian chocolate waffle & select 1 free waffle or pancake from our top picks,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,3 Belgian Chocolate Dark Waffle + 1 Free Delight                ,Recommended,437.14,Buy belgian chocolate waffle & select 1 free waffle or pancake from our top picks,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Triple Flavour Festivities + 1 Free Delight,Recommended,466.67,"Buy triple chocolate, red velvet, Kiki & Oreo Cream Waffle & select 1 free waffle or pancake from our top picks.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Signature Waffles + 1 FREE Delight,Recommended,447.0,Pink almond crunch waffle + Dark & White Fantasy waffle + Belgian chocolate waffle (dark) and select 1 FREE waffle or pancake from our top picks.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Triple Chocolate Waffle + Belgian Chocolate Shake,Recommended,326.67,No description available,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Nutella Fix - Combo of 3,Recommended,547.62,Naked nutella waffle + naked nutella pancake + nutella shake,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Yaaro Ka Waffle Combo,Valentines Specials,449.0,Save Rs. 44 flat and enjoy the Top sellers with your tribe this Valentine. Combo includes Naked Nutella Waffle + Triple Chocolate Waffle + Red Velvet Waffle,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Ek Main Hu Aur Ekk Tu Combo,Valentines Specials,349.0,Save Rs. 31 flat and enjoy the delicious Waffle Sundaes. Combo Includes Rocky Road Sundae & Triple Cookie Sundae,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Keep Cake & Celebrate Valentines + 1 Free Delight,Valentines Specials,530.0,"Choose any one double-layer waffle cake, Death by chocolate Waffle Cake / Red velvet waffle Cake / Kiki and Oreo Cream waffle cake and select 1 FREE waffle or pancake from our top picks.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Chocolate Oats Pancake & Waffle Mix,Make at Home Specials,214.0,"Now enjoy your favourite, 100% vegetarian, original waffles and pancakes at home with the belgian waffle co. Pancake and waffle premix. This super easy 3-step premix requires you to just mix, cook, and enjoy! Try our original, multigrain or chocolate oats variants with toppings of your choice. Get 10% off on mrp.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Milk Chocolate Spread,Make at Home Specials,236.55,"A delicious, creamy smooth spread from your favourite, The Belgian Waffle Co. Spread it onto your favourites or to magically transform something into your new favourite.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Dark Chocolate Spread,Make at Home Specials,236.55,"A delicious, creamy smooth spread from your favourite, The Belgian Waffle Co. Spread it onto your favourites or to magically transform something into your new favourite.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Kiki & Cream Spread,Make at Home Specials,236.55,"A delicious, creamy smooth spread from your favourite, The Belgian Waffle Co. Spread it onto your favourites or to magically transform something into your new favourite.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Chocolate Waffle Crisps,Waffle Crisps,114.28,"Thin, crunchy, wholesome and delightfully addictive. Uniquely rich flavours that evoke nostalgic tastes. From the creators of the original waffwich, these baked waffle crisps with just the right chocolate drizzle make for the perfect bite-sized and versatile snack that is sure to hit the spot. Enjoy with coffee or tea, ice cream or cake, nut butters or spreads, or just on its delicious own.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Double Chocolate Waffle Crisps,Waffle Crisps,114.28,"Thin, crunchy, wholesome and delightfully addictive. Uniquely rich flavours that evoke nostalgic tastes. From the creators of the original waffwich, these baked waffle crisps with just the right chocolate drizzle make for the perfect bite-sized and versatile snack that is sure to hit the spot. Enjoy with coffee or tea, ice cream or cake, nut butters or spreads, or just on its delicious own.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Stroopwafel x 2,Stroopwafel,175.0,Introducing new thin and crispy waffle cookie sandwiched and drizzled with delicious chocolate! Pick any 2 of your choice.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Stroopwafel x 4,Stroopwafel,350.4,Introducing new thin and crispy waffle cookie sandwiched and drizzled with delicious chocolate! Pick any 4 of your choice.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Honey Butter Waffle,Waffles,107.62,Classic crispy waffle + warm melted butter with a golden honey drizzle. An american classic.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Maple Butter Waffle,Waffles,107.62,Classic crispy waffle + warm melted butter with maple syrup drizzle. An american classic.,1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Strawberry Creamcheese Waffle,Waffles,155.24,Classic crispy waffle + strawberry compote layered with philadelphia style cream cheese. Deliciously tart.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Blueberry Creamcheese Waffle,Waffles,164.76,Classic crispy waffle + blueberry compote layered with philadelphia style cream cheese. Deliciously tart.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Belgian Chocolate Milk Waffle,Waffles,145.71,Classic crispy waffle + melted belgian milk chocolate. Simplicity at its best.,1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Belgian Chocolate Dark Waffle,Waffles,145.71,Classic crispy waffle + melted belgian dark chocolate. Darker simplicity.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Butterscotch Crunch Waffle,Waffles,135.24,Classic crispy waffle + crunchy butterscotch fudge. Go on indulge.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Coffee Mocha Waffle,Waffles,145.71,Classic crispy waffle + melted chocolate infused with coffee crumbs. For coffee lovers.,1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Naked Nutella Waffle,Waffles,172.38,Classic crispy waffle + premium european chocolate hazelnut spread (add banana if you like). A universal favorite.,1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Kitkat Waffle,Waffles,155.24,Classic crispy waffle + melted belgian white chocolate and kit kat bits. Kit kat lovers.,1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Chocolate Overload Milk Waffle,Waffles,155.24,Signature dark chocolate batter + melted belgian milk chocolate. Double the chocolate.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Chocolate Overload Dark Waffle,Waffles,155.24,Signature dark chocolate batter + melted belgian dark chocolate. Double the chocolate.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Dark & White Fantasy Waffle,Waffles,155.24,Signature dark chocolate batter + fondant of melted belgian white chocolate. A match made in heaven.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Triple Chocolate Waffle,Waffles,165.71,"Signature dark chocolate batter + 3 layers of white, milk and dark melted belgian chocolate. The most indulgent chocolate waffle.",1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Biscoff Milkyway Waffle,Waffles,155.24,Signature black velvet waffle + fondant of melted white chocolate filled with crunchy lotus biscoff bits. An all time favourite.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Kiki And Oreo Cream Waffle,Waffles,145.71,Signature black velvet waffle + our special blue filling with crunchy oreo bits. Kiki do you love me.,1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Red Velvet Waffle,Waffles,155.24,Original red velvet waffle + philadelphia style cream cheese and melted belgian white chocolate. A true original.,1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Pink Almond Crunch Waffle,Waffles,145.71,Original Red Velvet Waffle + Roasted Almond bits in a creamy cotton candy filling. Re-live your childhood memories,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Cashewnut Butter Waffle,Waffles,165.71,Classic crispy waffle + creamy cashewnut butter with melted chocolate swirl.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Almond Cocoa Butter Waffle,Waffles,165.71,Classic crispy waffle + cocoa butter topped with roasted almonds. Healthier and delicious.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Peanut Butter Waffle,Waffles,145.71,Classic crispy waffle + crunchy roasted peanut butter with melted chocolate swirl (add banana if you like).,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Ice Cream And Fudge Chocolate Waffle,Waffles,165.71,Classic crispy waffle + a thick layer of Chocolate ice cream topped with chocolate fudge. A dreamy combination.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Triple Cookie Waffle,Waffles,195.24,"Original red velvet waffle + a divine combination of biscoff, oreo and kit kat bits in melted white chocolate and vanilla ice cream. A must try symphony of flavours and textures.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Ice Cream And Fudge Vanilla Waffle,Waffles,165.71,Classic crispy waffle + a thick layer of vanilla ice cream topped with chocolate fudge. A dreamy combination.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Rocky Road Waffle,Waffles,184.76,Signature Dark Chocolate Waffles + Vanilla Ice Cream + Oreos + Roasted Almonds + Fudge. Simply Majestic.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Chocolate Mini Waffle Combo Pack of 4,Mini Waffles,309.52,"Cant pick one try a carefully curated assortment of our bestseller chocolate favorites. Includes our naked nutella, belgian chocolate, chocolate overload and dark & white fantasy mini waffles all in one combo pack.",1
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Assorted Mini Waffle Combo Pack of 4,Mini Waffles,301.9,"In the mood for variety try a carefully curated and eclectic range of some of our fan favorites. Includes our belgian chocolate, almond cocoa butter, red velvet & pink almond crunch all in one combo pack.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Chocolate Mini Waffle Combo Pack of 6,Mini Waffles,456.19,"Cant pick one try a carefully curated assortment of our bestseller chocolate favorites. Includes our naked nutella, belgian chocolate milk & dark, chocolate overload, kitkat and dark & white fantasy mini waffles all in one combo pack.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Assorted Mini Waffle Combo Pack of 6,Mini Waffles,439.05,"In the mood for variety try a carefully curated and eclectic range of some of our fan favorites. Includes our naked nutella, belgian chocolate, chcoolate overload, dark & white fantasy, red velvet, pink almond crunch all in one combo pack.",0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Honey Butter Pancakes (8 Pcs),Mini Pancakes,88.57,Classic mini pancakes + warm melted butter with honey drizzle. An american classic.,0
The Belgian Waffle Co.,"V V Puram, Shankarapura",4.5,100,Maple Butter Pancakes (8 Pcs),Mini Pancakes,88.57,Classic mini pancakes + warm melted butter with maple syrup drizzle. An american classic.,0
